uid,text,label,metadata__headline,metadata__date
1030596063,"Microsoft, with headquarters in Redmond, Wash., is one of sev- | eral companies in the state laying off thousands of employees.</br></br>SEATTLE — Washington State came late to the recession, but it is now a full participant. Companies like Boeing, Starbucks and even Microsoft have laid off thousands of employees. Unemployment is rising faster here than in most other states.</br></br>Yet one of the few bright spots in'the forbidding state budget is Washington’s fund for paying its generous unemployment benefits; the fund is flush with nearly $4 billion. Even if the recession drags through late 2010, even if not another dime is deposited into the fund until then, and even as many other states are raising taxes and borrowing money to pay benefits, state officials say Washington’s unemployment safety net will be secure.</br></br>“We do have a healthier fund than you need to have,"" said Sheryl Hutchison, a spokeswoman for the State Employment Security Department.</br></br>Turns out the recession’s too-good-to-be-true category is not reserved solely for things like interest-only mortgages and Ponzi schemes. Washington’s unemployment insurance fund is out of compliance with federal rules, the federal Department of Labor says.",2.6666666666666665,Washington Sees Excess In Its Fund For Jobless,2009-03-15
1030597016,"WASHINGTON — When the leaders of 20 nations met in Washington in November to face down a grave economic crisis that imperiled them all, the air was filled with promises of a new era of global regulation intended to match a new era of global risk.</br></br>Nearly five months later, those risks look greater than ever. But it is a measure of the growing strains over how to manage the global contagion — for which much of the world primarily blames the United States — that the world’s major and emerging economic powers cannot agree on whether redoing a system created in 1944 should be Jobl.</br></br>In recent days, the White House has begun signaling that when leaders of the Group of 20 nations meet in London next month, the most pressing issue should be doing more to stimulate their economies through tax and spending policies — something that Mr. Obama can assert that he has already accomplished.</br></br>The major European nations, divided among themselves over the wisdom of taking on more debt to combat the global downturn, remain more interested in focusing on a new approach to financial regulation, the issue that they say sits at the heart of the crisis.</br></br>for more control over markets, even to the point of creating international regulators who can reach across national borders, and an American fear of gradually diminishing sovereignty over its own institutions.",3.6666666666666665,"To Halt Slide, Apply Debt Or Control",2009-03-10
1030603039,"THE recession will end. No one is marking the calendar, least of all President Obama, but the president is hinting at an audacious ambition as he waits for that inevitable if distant day: a redefining of American caDitalism.</br></br>Obama has begun to sketch a vision of where he would like to drive the economy once this crisis is past. HiS goals include diminishing the consumerism that has long been the main source of growth • in the United States, and encouraging more savings and investment. He would redistribute wealth toward the middle class and make the rest of the world less dependent on the American market for its prosperity. And he \yould seek a consensus recognizing that an activist government is an acceptable and necessary partner for a stable, market-based’economy.</br></br>In beginning to articulate a long-term approach, the president is putting an early stamp on a debate of historic importance — and ideological underpinnings — just getting under way in the United States and around the world.</br></br>For the better part of half a century after World War II, democratic capitalism built its modern framework against the backdrop of its death t match with totalitarian Communism. In the two decades since the falLof the Berlin Wall, the American model of capitalism, largely unchallenged by ideological alternatives and increasingly dominant around the world, drifted toward what conservatives viewed as a more pure form of economic liberty and what liberals came to view as misguided free-market fundamentalism.</br></br>But now, as the United States and other nations look for lessons in the wreckage from the excesses of that period, political leaders are confront-Continued on Page 7 ing uncertainty about what economic structures and values should define capitalism’s next chapter. Even before the current crisis, there were calls to rethink basic assumptions about the economy. Growth during the Bush presidency was slower than in any decade since before World War II, and incomes for most families have been growing slowly for.much of the last three decades.",5.5,Capitalism After The Fall,2009-04-19
1030604509,"It is too soon to say who will be the biggest loser among media companies in this recession. But Clear Channel Communications is vying for the title. -</br></br>Clear Channel, the nation’s largest radio station operator and an outdoor billboard company, last year became the biggest levr eraged buyout ever in the media business, after it was taken private by Thomas H. Lee Partners and Bain Capital.</br></br>. Now its revenues are plunging and so is its cash flow, making it harder to meet the payments on the billions in debt accumulated in the process of buying out its public investors. If it violates some of' its loan agreements, those interest payments ' rise sharply. ■ •</br></br>Scott Sperling, a president of Thomas H. Lee Partners, offered reassuring words about the company’s future in an interview bn CNBC in mid-April. V “We do not have any expectation of an imminent blowup,” he said, adding that the company still had ""a lot of levers it cart pull to continue to generate reasonable cash flow.”</br></br>But days later, Clear Channel announced that revenue plummeted 23 percent in the .first quarter and cash flow fell by 47 percent. ■ .",7,Radio Giant Faces Crisis In Cash Flow,2009-04-30
1030605050,"UNTIL the recession hit and reduced luxury shopping to a furtive activity — buy that $20,000 Hermes bag if you must, but get it wrapped in brown paper like Daddy’s pork chops — spending money was the name of the game, stores. didn’t feel the slightest compulsion to avoid the impression that clothes, no matter how well made and loaded with special gizmos, were absurdly expensive. That was the beauty of selling all that special- ^ ness: You could keep ratcheting up the prices without necessarily worrying about quality or value. The profits were huge.</br></br>Now stores are.deserted, and executives are asking fashion houses to reduce prices to roughly 2005 levels, according to several retailers. They have to do something to plug the losses.</br></br>' But despite the economic pressures, is it realistic to think that a woman who wears Prada will give her love to Theory? She’ll buy less of what she’s used to rather than give it up entirely. And what about those cheap-and-cheerful stores like Topshop that everybody says are such a great wardrobe fix? Can a woman over 35 really hope to find something that doesn’t make her look as if she still sleeps under a Bon Jovi poster?</br></br>Thinking about an older, sophisticated consumer who is buying less but not cutting quality, 1 asked three stylists to go shopping with me and put together a half-dozen looks. Each stylist approaches dressing with a different objective: Brana Wolf, a consultant to several designer brands, including Michael Kors, is the editor Continued on Page 5 ' dress me up Three looks for the sophisticated woman who is buying less but doesn’t want to cut back on quality. Details inside.</br></br>at large at Harper’s Bazaar; Leslie Fremar, who began her career as an assistant to Anna Wintour at Vogue, helps dress actresses like Julianne Moore and Jennifer Connelly; Darina Byrne runs Wardrobe Guru, a personal shopping service’in Manhattan, with a post-30 clientele.",7,You're Choosy. So Are We,2009-04-30
1030607426,"Cara Weissman, who lost her job in December, said she was saving the cost of a MetroCard by riding her bicycle from her home in Astoria, Queens.</br></br>Lose your job in Boston, Pittsburgh, Seattle or Trenton and you could collect $544 or more per week in unemployment benefits. But get laid off in New York City, as almost 200,000 workers have in the past year, and the most you can collect is $430 a week.</br></br>Despite its high cost of living, New York pays less to its unemployed than about two dozen other states, including all of its neighbors. New York’s benefits have not been raised by lawmakers in Albany in more than a decade, making it particularly difficult for jobless residents of the metropolitan area to pay for food, rent and health insurance.</br></br>Michael Sklar, 51, said he had resorted to asking his parents for financial help after several months of trying to support his family of three on the unemployment pay he collects from New York State.</br></br>The federal unemployment insurance system was designed to temporarily replace about half of a laid-off worker’s lost income, but Mr. Sklar’s benefits amount to just one-fifth of what he said he had earned as a senior systems analyst for Sony Music Entertainment in Manhattan before he was dismissed in late August.",4,Newly Jobless in New York Find $430 a Week Doesn't Go Far,2009-04-19
1030608333,"Mayor Michael R. Bloomberg’s plan to create or preserve 165,000 units of housing for low- and moderate-income families by 2013 has been pushed back one year because the economic recession has stifled the financing of low-cost housing.</br></br>The one-year extension is the first major setback for one of the mayor’s oldest and most ambitious initiatives: his 10-year, $7.5 billion effort to build or preserve housing affordable to 500,000 low-and moderate-income New Yorkers. It officially began in 2003 and had progressed five years later to the point that in September, Mr. Bloomberg and city housing officials celebrated reaching the halfway mark on schedule, with</br></br>But Mr. Bloomberg announced the extension in December during a speech and in one of his weekly radio addresses, neither of which received much attention beyond housing advocates.</br></br>Seth Donlin, a spokesman for. the city’s housing agency, the Department of Housing Preservation and Development, said in a statement last Wednesday that the mayor’s goal of creating or preserving 165,000 units remained unchanged and that"" ""only the timeline is altered."" He said that the delay affected less than 10 percent of the overall plan and that “we continue to close on new developments at a time when many others are having to abandon their plans."" low-income housing described the one-year extension as a reasonable concession in uncertain and difficult economic times, though some believed the plan could stretch not just to 2014 but</br></br>“It’s not a surprise to me that the mayor’s housing plan has had to adjust to the times,"" said Josh Lockwood, executive director of Habitat for Humanity — New York City, a nonprofit developer Many of the projects in the plan rely not only op government subsidies but also on private financing from lenders, a stream of money that has tightened in recent months. Another factor that has slowed development of so-called affordable housing is the drop in price of low-income housing tax .credits. The sale of the federal tax credits to investors helps finance the building of housing for low-income families.",4,Recession Delays Bloomberg Plan for Low-Cost Housing,2009-01-06
1030609893,"Wall Street may be ready to declare the worst days of the recession over. But consumers are not so sure.</br></br>On Wednesday, a decline in retail sales jolted investors and forecasters, who were becoming used to spotting glimmers of hope in the economy. Consumer confidence had been rising, job losses were not quite as terrible and home sales were picking up in some markets.</br></br>But not all the pieces are falling into place. On Wednesday, the government reported that retail sales fell again as consumers spent less on gasoline, appliances and groceries, signaling that they are not likely to begin spending in droves anytiipe soon.</br></br>Dow Jones industrial average dropped 184.22 points, or 2.18 percent, to 8,284.89, while the wider Standard & Poor’s 500-stock index fell 2.69 percent, or 24.43 points, to 883.92. The Nasdaq was off -3 percent, 51.73 points, at 1,664.19.</br></br>The Commerce Department reported that retail sales fell 4 seasonally adjusted 0.4 percent last month. Economists predicted that sales would be flat, their declines halted by stability in consumer spending and improved store traffic.",4.333333333333333,Fall in Retail Sales Cools Optimism on Wall Street: Figures Suggest Caution Among Consumers,2009-05-14
1030610550,"The yearly scramble by employers for temporary visas for foreign scientists and technology engineers started on Wednesday, with immigration authorities expecting fewer new petitions this year because of the recession and because of new restrictions on financial companies that received emergency federal aid.</br></br>For five business days beginning Wednesday, Citizenship and Immigration Services will accept petitions for the temporary visas known as H-1B for the 2010 fiscal year, which begins Oct. 1. In re-cent years, visa limits were reached in the first days of the application period.</br></br>Over the weekend, employers like Microsoft and Cisco Systems rushed to send petitions by'express mail and courier services so they would reach the agency when it opened Wednesday.</br></br>In spite of an expected lull in demand, employers and researchers predicted that the limits would quickly be reached again this year in part because of backlogs from last year. The annual H-1B limit is 65,000 visas, with a few exemptions, including the first 20,000 petitions from immigrants with degrees at the master’s level or above from American universities. In 2008, about 163,000 petitions were filed.</br></br>At many American universities, more than half of graduates with advanced degrees in science and engineering are foreign. “These visas are really the only practical way for employers to hire them,’’ said Stuart Anderson, executive director of the National Foundation for American Policy, who has studied use of the visas.",3.5,A Rush for Work Visas Even as Demand Dips,2009-04-02
1030611071,"The Metropolitan Opera on Tuesday announced a 2009-10 season notable for shrunken ambitions in a time of economic crisis for the house, for the arts and for the nation. At the same time the company managed to plan for eight new productions, including four operas never seen on the Met stage and several major con-, ducting debuts at the house.</br></br>Among the highlights announced at a news conference, Angela Gheorghiu will sing Carmen for the first time onstage in a new production of Bizet’s opera; Paulo Szot, who won a Tony for the Lincoln Center Theater production of “South Pacific,” will perform in a new production of Shostakovich’s opera “The' Nose,” directed and designed by the artist William Kentridge; and Rolando Villazdn and Anna Netrebko Will star in a new production of Offenbach's ""Contes d’Hoffmann,” directed by Bartlett Sher. Pierre Boulez will conduct the Met Orchestra for the first time in a concert at Carnegie Hall.</br></br>Carmen is traditionally a mezzo-soprano role, but some so. pranos have claimed it. Ms. Gheorghiu, a soprano, addressed the issue at the news event.</br></br>—""I’m not pretending to b.e a mezzo,"" she said. ""It’s my fault and your fault also,” she added,, pointing to James Levine, the Met’s music director. ""We had this idea. It will be an Angela Carmen for sure.” . Next season is the first entirely planned by Peter Gelb, who became general manager of the company in 2006. Because the Met’s endowment and donations have dropped steeply and ticket sales have dipped, Mr. Gelb has had to make cost and salary reductions as well as trim plans for more expensive productions.</br></br>”""I feel like Orfeo facing the gates of hell,"" he said, referring to the title character in Gluck’s opera “Orfeo ed Euridice,” who descends into Hades to retrieve his wife. The news conference took place at the Met’s small auditorium, List Hall, in contrast to",5.5,"After Cutting to Make Ends Meet, Met Plans Eight New Productions",2009-02-11
1030613912,"Caterpillar is cutting 20,000 jobs after it forecast that this would be one of its worst years in decades.</br></br>would cut 7,000 jobs and close at least 34 stores. 31, as it seeks to reduce labor costs by $1.2 billion.</br></br>Furloughs, wage reductions, hiring freezes and shorter hours simply did not do enough. A year into this recession, companies across the board are resorting to mass job cuts.</br></br>Home Depot, Caterpillar, Sprint Nextel and at least eight other companies announced on Monday they would cut more than 75,000 jobs in the United States and around the world — a gloomy start to the workweek for employees anxious about holding their own as the economy sinks. Caterpillar, the maker of heavy equipment, is slashing its payrolls by 16 percent, Texas Instruments said late in the day that it would eliminate 3,400 jobs, or 12 percent of its work force.</br></br>Jobs began disappearing in home building and mortgage operations early in the recession, then across finance and banking more generally. Now the ax is falling across large swaths of manufacturing, retailing and in: formation technology, taking out workers from New York to Seattle. Just last week, Microsoft announced its first significant job cuts ever.",2.6666666666666665,"LAYOFFS SPREAD TO MORE SECTORS OF THE ECONOMY: 75,000 IN LATEST ROUND Deep Cuts Suggest That Employers Expect a Long Downturn",2009-01-27
1030615224,"‘ 'There has been widespread consolidation of chains and more ' recently, a slowdown in prescription sales. Gregory D. Wasson, the president and chief operations officer of the Walgreen Company, recently discussed the , 'changes in his industry and new • initiatives he hopes mean contin-uecfprofitability.</br></br>A. .We certainly are seeing a slowdown in prescription drugs. In This economy, patients are not seeing their doctors as frequently. There may be some cases they are skipping doses of medications to control costs. As far as oyer-the-counter items, we see consumers definitely looking for value. We're also seeing a big increase in private label product. The consumer is willing to buy down.</br></br>A. A lot of it is probably prescription reimbursement tightening over the years. Everybody is looking to control costs, from the government to managed care organizations to employers. I think a lot of the independent drugstores, as well as some of the smaller regional chains, have , found this climate tough. I think if's mainly margin driven.</br></br>macy departments. In many cases, it's a way to draw shoppers. It’s our franchise. We want to be the most convenient provider of consumer goods, pharmacy and health and wellness services in the country.</br></br>A. Today it’s anybody that fills a prescription, and that can be retail, it can be mail order or Internet pharmacies.",2.3333333333333335,"Drugstores Too, Feel Recession Pain",2009-01-03
1030616101,"Packard appeared largely immune to the global recession that had shaken other major technology companies. Now, it, too, has succumbed to a worsening economy, reporting flat revenue ■ growth for the first three months of the year but forecasting revenue declines for the rest of the year.</br></br>H.P., based in Palo Alto, Calif., ' hit Wall Street on Wednesday with a stunning reversal in its outlook for the fiscal year. For the first time in Mark V. Hurd’s tenure as chief executive, the company reduced its full-year reve-' nue forecast. The company now expects revenue to fall as much as 5 percent from the $118.4 billion recorded last year. In November, H.P. surprised investors by forecasting that sales this year would rise to as much as $130 billion.</br></br>“The swing in the revenue outlook is particularly glaring and suggests that, clearly, their business has slowed materially over the last two months,"" said Shebly Seyrafi, an analyst with Calyon Securities.</br></br>The quarter also stood out as remarkable because it provided one of the first indications that Mr. Hurd is human after all, one Wall Street analyst said.</br></br>“I think people will be nervous because H.P. is showing that it’s fallible,” said A. M. Sacconaghi, a securities analyst with Sanford C. Bernstein &. Company. “1 think going into this quarter there was a belief that they were infallible and would make any numbers they provided.""",3.3333333333333335,Hewlett-Packard's Profit Declines 13,2009-02-19
