uid,text,label,metadata__headline,metadata__date
1030553519,"""I don’t believe it’s too late to change course, but it will be if we don't take dramatic action as soon as possible. If nothing is done, this recession could linger for years.”</br></br>So declared President-elect ■ Barack Obama on Thursday, explaining why the nation needs an extremely aggressive government response to the economic downturn. He’s right. This is the most dangerous economic crisis since the Great Depression, and it could all too easily turn into a prolonged slump.</br></br>But Mr. Obama’s prescription doesn’t live up to his diagnosis. The economic plan he’s offering isn’t as strong as his language about the economic threat. In fact, it falls well short of what’s needed.</br></br>Bear in mind just how big the U.S. economy is. Given sufficient demand for its output, America would produce more than $30 trillion worth of goods and services over the next two years. But, with both consumer spending and business investment plunging, a huge gap is opening up between what the American, economy can produce and what it’s able to sell.</br></br>Earlier this week, the Congressional Budget Office came out with its latest, analysis of the budget and economic outlook. The budget office says that in: the absence of a stimulus plan, the unemployment rate would rise above 9, percent by early 2010, and stay high for years to come.",yes,The Obama Gap,2009-01-09
1030553938,"A new television spot for Monster Worldwide shows a construction worker afraid of heights — even if just a few feet.</br></br>In another Monster ad, an E.M.T. faints at an accident scene. BBDO New York is the agency that created the campaign.</br></br>THERE are ll.l million unemployed people in the United States, and the unemployment rate is at - 16-year high.</br></br>Those are bleak numbers. But 'as it tries to appeal to job seekers ' m a new advertising campaign, Monster Worldwide, the parent ; company of the employment Web 1 / site Monster, decided to use a hu-miorous touch.</br></br>• “We did a lot of homework, we - talked to people about what their mood was and about what their • .aspirations were,” said John Os-• born, the chief executive of YBBDO New York, part of the Omnicom Group, which created .the campaign.",no,In the Wrong Job? Monster.com Wants Your Attention,2009-01-13
1030555635,"J.Tlie Federal Reserve’s plan to ""cqax mortgage rates lower is . working: rates on 30-year fixed (:/}!jpans fell for the 10th consecutive ' w£<ik to the lowest levels in dec- .....'j.^hat is not clear, however, is ^whether rates are attractive '‘enough to lure a significant number; of home buyers back into the „ ailing housing market. ^r^.’Jnterest rates on conforming .,fpiprtgages dropped to an average of 5.01 percent for the week</br></br>J. .ending Jan. 8, with an average fee which is known as a point ' arid is paid to lower the mortgage . amount.</br></br>‘.That was down from last week’s 5.10 percent and 5.87 per-‘ .pent a year ago, according to ■ .^Freddie Mac, and a high of about *'• js.7.percent last summer.</br></br>serve’s plan, announced in late November, to buy back $500 billion in mortgage-backed securities backed by Fannie Mae, Freddie Mac and Ginnie Mae. Since demand for those securities had dried up, the Fed hoped that buying a sizable number of these investments would raise their price and lower their yields.</br></br>Mortgage rates tend to track those yields. The Fed started buying mortgage-backed securities on Monday, and had bought a total of $10.21 billion in securities as of Wednesday.",yes,"Average Mortgage Rate Hits 5%, Lowest in Decades",2009-01-09
1030557042,"His Wall Street pedigree seems impeccable. A top job at Goldman Sachs. The chief of the New York Stock Exchange. Finally, the reins of the stock market’s “thundering herd,” Merrill Lynch.</br></br>Three weeks after his foundering brokerage firm was sold to Bank of America for $50 billion in stock, Mr. Thain was pushed out by the bank’s chief executive, Kenneth D. Lewis, who is strug-</br></br>Gaping losses at the brokerage firm forced Bank of America to seek a second financial lifeline from Washington last week, leaving Mr. Lewis’s bank, the nation’s largest, facing an uncertain future.</br></br>Mr. Lewis, who had pressed ahead with the acquisition at the urging of federal regulators, is now fighting to right his troubled empire and safeguard his job.</br></br>The tension between the two men had been building since mid-December, when the implications of Merrill’s latest losses — $15.3",no,A Charmed Wall Street Career Is Derailed at Bank of America,2009-01-23
1030557400,"WASHINGTON — President Obama and his advisers have approached Senator Judd Gregg, Republican of New Hampshire, about becoming commerce secretary, a step that could open the way to significant shift in the balance of power in Congress.</br></br>If Mr. Gregg accepted the post, he would probably be replaced by a Democrat. Now, there are 58 Democrats in the Senate, with the number rising to 59 if A1 Franken of Minnesota is seated after the court challenge to his race is completed. The replacement of Mr. Gregg’could give Democrats 60 seats, the number needed to control the legislative agenda without the threat of Repub-</br></br>Earlier this week, Mr. Gregg was quoted praising the president as “a tour de force.” Asked Thursday about his interest in the commerce job, Mr. Gregg said he would not discuss it.</br></br>“I can’t tell you anything,” said Mr. Gregg, the ranking Republican on the Budget Committee. ""I have no comment.”</br></br>Mr. Gregg is nearing the end of his third term in the Senate, and faces re-election in 2010. Should he accept the position, New Hampshire’s governor, John Lynch, a Democrat, would appoint his successor and would be likely to pick a Democrat.",yes,Democrats Set Sights on Republican Senators Who Oppose Stimulus Plan,2009-01-30
1030559730,"It may also be tomorrow’s reality. The world’s efforts at economic recovery could well turn into a case of every country for itself. Call it ""capital protectionism.” h'OH*low would be mild and would not spread FINA E overseas. The strength of world economic growth would enable Europe and Asia to “decouple"" from the American economy.</br></br>What happened instead was the downside of globalization. Readily available and cheap capital played a crucial role in lifting growth around the world, and its absence for all but the safest borrowers is causing pain everywhere.</br></br>But what is not the same everywhere is the ability of governments to stimulate the economy. While the United States debates the details of how to spend a trillion dollars or more to bail out banks and stimulate the economy, the governments of some other countries find themselves caught in the credit squeeze.</br></br>Fund by agreeing to draconian measures that include wage cuts, spending reductions and tax increases. There were riots.</br></br>The president of Latvia, Valdis Zalters, was diplomatic when I asked him Thursday if he thought it was unfair that the United States could easily borrow when his country could not. “It’s the way it is,” he.said. “The U.S. has a AAA rating. We had no choice.” The best positioned are those countries that have huge foreign currency reserves — think China — or printing presses for the international reserve currency — think the United States.",yes,Danger in Government Directing Capital: HIGH & LOW FINANCE,2009-01-30
1030588202,"ABOVE LEFT AND RIGHT Royal Caribbean’s 5,400-passenger Oasis of the Seas, seen in construction and in a rendering, makes its debut late this year ■ mil:: ships are newer and bigger. ■1 The onboard movies glow in 3-D, I even lurch in 4-D. Massages and I body wraps await in the spa. Yet “ the cruise may be cheaper than’ last year's — or, at least, cheaper than you were expecting. Setting sail in a recession, cruise lines are not only slashing prices but also adapting to travelers’ economic nervousness by redesigning their itineraries with shorter trips, closer to home, to offer more attainable options. .</br></br>North American ports will be busier, and fewer ships will be setting out on multiweek voyages to faraway places like Australia. It's all part of convincing travelers that cruises are still affordable .vacations.</br></br>“We are talking more about value than we have in the past,” said Brad Ball, a spokesman for Silversea Cruises, a’1 small luxury ship line, which added shorter cruises in the Mediterranean and Baltic Seas this year. “We are offering more seven- and nine-day options’. With a seven-day cruise, you add' ih two days of travel time and are really ojily away from the office for about a week.” ,0At the same time, cruisers who want plenty of luxury and adventure, recession or no recession, will easily find it. Big new ships, ordered in palmier days, are hitting the waves equipped to serve the highest-paying passengers with lavishly appointed staterooms spacious enough for a small family reunion. Specialized itineraries continue to proliferate, giving travelers an intensive focus on topics from tennis to global warming. And many cruise lines are actively developing itineraries in Europe and the Middle East aimed at building a more international cruise audience.</br></br>A Carnival Cruise Lines ship, the Carnival Liberty, was once scheduled for a slimmer of Mediterranean sailings but is now staying put in Miami and won’t go farther than the Caribbean. Some brand-new ships, like the Carnival Dream and Royal Caribbean’s Oasis of the Seas, will stick close to North America. It's all part of a larger trend in cruising this year. Many ship lines are reining in deployments in Europe and far-flung destinations like the South Pacific 'and Australia, and itineraries closer to • home are getting a new look.</br></br>' “The exotic cruises are really suffering this year,” said Carolyn Spencer Brown, editor in chief of CruiscCriL-ic.com, an online cruise magazine. “Everyone is pulling back. Australia and New Zealand is dying because it’s too far, too expensive and too long of a trip for the younger traveler."" Passengers will see more options from ports easily reached from the Eastern Seaboard. Bermuda, with a new cruise terminal in King's Wharf, will be getting sailings from Norwegian Cruise Line, which runs trips from five United States ports. Holland America wjill add Bermuda sailings in 2010.",yes,Navigating Shifting Tides and Waves of Interest,2009-02-15
1030594125,"THERE was hardly a Republican on the list of those rewarded with shout outs from President Obama last week when he signed his $787 billion economic recovery package into law in the towering, sun-dappled atrium of a Denver museum.</br></br>The “best vice president that we’ve had in a long time,"" that is, Joseph R. Bi-den Jr., in Mr. Obama’s vaunting prose, was there. So was ""one of the outstanding leaders who helped shepherd this process” — Senator Max Baucus of Montana — along with three House Democrats from Colorado. Representative Mark Udall, was a no-show, but ""let’s give him a round of applause anyway,” the president implored. The crowd complied with gusto.</br></br>The one-sidedncss in Denver underscored what remains the best-known statistic of the numbers-laden stimulus: only three Republicans voted for it. But it also underscored another political truth about the disappearance, at least in its familiar definition, of ""the loyal opposition.”</br></br>licans — we are all Federalists,” Thomas Jefferson declared in at his first inaugural, heralding the birth of the American multiparty system Eventually, the concept of the “loyal opposition"" came to mean that a president, especially a new one elected by comfortable majority, could expect cooperation from the other side, in deference to the will of the voters. But in the partisan politics of recent decades, another view developed, advanced by Congressional leaders like Newt Gingrich, the former House speaker, that the minority party has the right, even obligation, to stick to its ideological principles.</br></br>1 more partisan-based notion of loyalty. ; John Warner, former Republican sena-| tor from Virginia, is one.",no,Cutting Slack Is So Old School,2009-02-22
1030595025,"I AWOKE with anxiety on March 14, 2008. Not because I had any idea that the Federal Reserve and J. P. Morgan would eventually take over Bear Stearns, but because it was my birthday, which I look forward to all year. What’s more, I had recently learned that I had been cast as a contestant on the coming season of “The Amazing Race."" My happiness over that, though, had been darkened by my boss’s earlier comment: “Well, I certainly hope you don’t get it.”</br></br>My complete ignorance of what the day would bring will stick with me forever. We had heard rumors of trouble at the bank all week, but management had assured us there was no substance behind them, and we all took them at their word. We “Bear guys"" were hard-working and loyal. Many of my colleagues had dedicated their entire careers to the bank and boasted about never having sold any of the stock they were awarded as part of their annual compensation packages.</br></br>So on that Friday, my birthday, I was thrilled to go to work. I even decided to celebrate a bit by forgoing my usual black pantsuit for a black silk blouse covered in red flowers. But when I arrived at the office, I quickly realized that something was wrong. My boss was watching the news, stone-faced, rather than walk-f ing the trading floor or chatting on the ( phone with clients as he normally did.</br></br>My colleagues and 1 spent most of the morning crowded in my boss’s office struggling to digest the news as it came in, comparing rumors we were hearing from friends at other banks.</br></br>pate in ""The Amazing Race."" I had been wrestling with how to convince my boss to allow me to spend a few weeks circling the globe on international television. That Friday at about 3 p.m., the decision was made for me. My boss turned to me and said, “At least now you have a Tff. ca-",no,A Birthday Surprise,2009-03-15
1030596063,"Microsoft, with headquarters in Redmond, Wash., is one of sev- | eral companies in the state laying off thousands of employees.</br></br>SEATTLE — Washington State came late to the recession, but it is now a full participant. Companies like Boeing, Starbucks and even Microsoft have laid off thousands of employees. Unemployment is rising faster here than in most other states.</br></br>Yet one of the few bright spots in'the forbidding state budget is Washington’s fund for paying its generous unemployment benefits; the fund is flush with nearly $4 billion. Even if the recession drags through late 2010, even if not another dime is deposited into the fund until then, and even as many other states are raising taxes and borrowing money to pay benefits, state officials say Washington’s unemployment safety net will be secure.</br></br>“We do have a healthier fund than you need to have,"" said Sheryl Hutchison, a spokeswoman for the State Employment Security Department.</br></br>Turns out the recession’s too-good-to-be-true category is not reserved solely for things like interest-only mortgages and Ponzi schemes. Washington’s unemployment insurance fund is out of compliance with federal rules, the federal Department of Labor says.",yes,Washington Sees Excess In Its Fund For Jobless,2009-03-15
1030597016,"WASHINGTON — When the leaders of 20 nations met in Washington in November to face down a grave economic crisis that imperiled them all, the air was filled with promises of a new era of global regulation intended to match a new era of global risk.</br></br>Nearly five months later, those risks look greater than ever. But it is a measure of the growing strains over how to manage the global contagion — for which much of the world primarily blames the United States — that the world’s major and emerging economic powers cannot agree on whether redoing a system created in 1944 should be Jobl.</br></br>In recent days, the White House has begun signaling that when leaders of the Group of 20 nations meet in London next month, the most pressing issue should be doing more to stimulate their economies through tax and spending policies — something that Mr. Obama can assert that he has already accomplished.</br></br>The major European nations, divided among themselves over the wisdom of taking on more debt to combat the global downturn, remain more interested in focusing on a new approach to financial regulation, the issue that they say sits at the heart of the crisis.</br></br>for more control over markets, even to the point of creating international regulators who can reach across national borders, and an American fear of gradually diminishing sovereignty over its own institutions.",yes,"To Halt Slide, Apply Debt Or Control",2009-03-10
1030603039,"THE recession will end. No one is marking the calendar, least of all President Obama, but the president is hinting at an audacious ambition as he waits for that inevitable if distant day: a redefining of American caDitalism.</br></br>Obama has begun to sketch a vision of where he would like to drive the economy once this crisis is past. HiS goals include diminishing the consumerism that has long been the main source of growth • in the United States, and encouraging more savings and investment. He would redistribute wealth toward the middle class and make the rest of the world less dependent on the American market for its prosperity. And he \yould seek a consensus recognizing that an activist government is an acceptable and necessary partner for a stable, market-based’economy.</br></br>In beginning to articulate a long-term approach, the president is putting an early stamp on a debate of historic importance — and ideological underpinnings — just getting under way in the United States and around the world.</br></br>For the better part of half a century after World War II, democratic capitalism built its modern framework against the backdrop of its death t match with totalitarian Communism. In the two decades since the falLof the Berlin Wall, the American model of capitalism, largely unchallenged by ideological alternatives and increasingly dominant around the world, drifted toward what conservatives viewed as a more pure form of economic liberty and what liberals came to view as misguided free-market fundamentalism.</br></br>But now, as the United States and other nations look for lessons in the wreckage from the excesses of that period, political leaders are confront-Continued on Page 7 ing uncertainty about what economic structures and values should define capitalism’s next chapter. Even before the current crisis, there were calls to rethink basic assumptions about the economy. Growth during the Bush presidency was slower than in any decade since before World War II, and incomes for most families have been growing slowly for.much of the last three decades.",yes,Capitalism After The Fall,2009-04-19
1030604509,"It is too soon to say who will be the biggest loser among media companies in this recession. But Clear Channel Communications is vying for the title. -</br></br>Clear Channel, the nation’s largest radio station operator and an outdoor billboard company, last year became the biggest levr eraged buyout ever in the media business, after it was taken private by Thomas H. Lee Partners and Bain Capital.</br></br>. Now its revenues are plunging and so is its cash flow, making it harder to meet the payments on the billions in debt accumulated in the process of buying out its public investors. If it violates some of' its loan agreements, those interest payments ' rise sharply. ■ •</br></br>Scott Sperling, a president of Thomas H. Lee Partners, offered reassuring words about the company’s future in an interview bn CNBC in mid-April. V “We do not have any expectation of an imminent blowup,” he said, adding that the company still had ""a lot of levers it cart pull to continue to generate reasonable cash flow.”</br></br>But days later, Clear Channel announced that revenue plummeted 23 percent in the .first quarter and cash flow fell by 47 percent. ■ .",yes,Radio Giant Faces Crisis In Cash Flow,2009-04-30
1030604847,"A commercial for French's mustard. The condiment maker is promoting larger packages to be sold at lower prices.</br></br>jk NYONE who doubts that consumers f\ are still worried about the Great /■' '% Recession need only leaf through JL X the May 18 issue of People magazine.</br></br>Turn to Page 118, where an advertisement for Oscar Mayer Deli Fresh meats proclaims how they taste ""deli fresh. But without the deli counter price.”</br></br>Three pages after that, an ad for Lean Cuisine frozen foods declares, “We believe in food that’s good for you and good for your wallet.”</br></br>And five pages later, Chips Ahoy cookies and Capri Sun juice drinks team up for an ad centered on serving two snacks “for about a dollar,” a concept that gets its own coined word (“Why snackrifice?"") and Web site (whysnackrifice.com).",no,Food Brands Compete to Stretch a Dollar,2009-05-11
1030605050,"UNTIL the recession hit and reduced luxury shopping to a furtive activity — buy that $20,000 Hermes bag if you must, but get it wrapped in brown paper like Daddy’s pork chops — spending money was the name of the game, stores. didn’t feel the slightest compulsion to avoid the impression that clothes, no matter how well made and loaded with special gizmos, were absurdly expensive. That was the beauty of selling all that special- ^ ness: You could keep ratcheting up the prices without necessarily worrying about quality or value. The profits were huge.</br></br>Now stores are.deserted, and executives are asking fashion houses to reduce prices to roughly 2005 levels, according to several retailers. They have to do something to plug the losses.</br></br>' But despite the economic pressures, is it realistic to think that a woman who wears Prada will give her love to Theory? She’ll buy less of what she’s used to rather than give it up entirely. And what about those cheap-and-cheerful stores like Topshop that everybody says are such a great wardrobe fix? Can a woman over 35 really hope to find something that doesn’t make her look as if she still sleeps under a Bon Jovi poster?</br></br>Thinking about an older, sophisticated consumer who is buying less but not cutting quality, 1 asked three stylists to go shopping with me and put together a half-dozen looks. Each stylist approaches dressing with a different objective: Brana Wolf, a consultant to several designer brands, including Michael Kors, is the editor Continued on Page 5 ' dress me up Three looks for the sophisticated woman who is buying less but doesn’t want to cut back on quality. Details inside.</br></br>at large at Harper’s Bazaar; Leslie Fremar, who began her career as an assistant to Anna Wintour at Vogue, helps dress actresses like Julianne Moore and Jennifer Connelly; Darina Byrne runs Wardrobe Guru, a personal shopping service’in Manhattan, with a post-30 clientele.",yes,You're Choosy. So Are We,2009-04-30
